Dataset,Phase,Algo,Points,Queries,Action,BuildTime,UpdateTime,SearchTime,Recall,Precision,QPS,peak_mb,avg_mb,start_mb,end_mb,growth_mb,Threading
imdb_wiki,2,Faiss HNSW (efSearch: 256),301000,1000,Update,0.0,0.7854,168.19382,0.0,0.9579,5945.5218,34382.84,33985.56,33234.61,34382.84,1148.23,True
imdb_wiki,3,Faiss HNSW (efSearch: 256),500000,1000,Update,0.0,20.4814,200.25802,0.0,0.9563,4993.5579,35141.96,35130.61,34382.84,35141.96,759.12,True
imdb_wiki,1,Faiss GT,300000,1000,Build,0.2315,0.0,5827.05998,0.9993,0.9993,171.6131,35141.96,35141.96,35141.96,35141.96,0.0,True
imdb_wiki,2,Faiss GT,301000,1000,Update,0.0,0.6503,5953.09949,0.0,0.9992,167.9797,34382.84,34322.99,33234.61,34382.84,1148.23,True
imdb_wiki,3,Faiss GT,500000,1000,Update,0.0,0.5342,9824.57113,0.0,0.9991,101.7856,35141.96,35119.53,34382.84,35141.96,759.12,True
imdb_wiki,1,Scann,300000,1000,Build,18.5712,0.0,1010.60796,0.8694,0.8694,989.5034,35148.42,35143.06,35141.96,35148.21,6.46,True
imdb_wiki,2,Scann,301000,1000,Update,0.0,0.0,1013.25679,0.0,0.8659,986.9167,33240.86,33240.86,33240.86,33240.86,0.0,True
imdb_wiki,3,Scann,500000,1000,Update,0.0,0.0,1011.21593,0.0,0.5347,988.9085,33240.86,33240.86,33240.86,33240.86,0.0,True
imdb_wiki,1,Falconn (num_tables: 50),300000,1000,Build,3.2031,0.0,4209.48148,0.9484,0.9484,237.559,33306.96,33304.8,33240.86,33306.95,66.1,True
imdb_wiki,2,Falconn (num_tables: 50),301000,1000,Update,0.0,0.0,4156.07357,0.0,0.9448,240.6117,33306.46,33306.46,33306.45,33306.46,0.01,True
imdb_wiki,3,Falconn (num_tables: 50),500000,1000,Update,0.0,0.0,4145.59078,0.0,0.5855,241.2201,33306.46,33306.46,33306.46,33306.46,0.0,True
imdb_wiki,1,Falconn (num_tables: 100),300000,1000,Build,6.1369,0.0,6523.3829,0.974,0.974,153.2947,33317.04,33316.81,33306.46,33317.03,10.58,True
imdb_wiki,2,Falconn (num_tables: 100),301000,1000,Update,0.0,0.0,6395.82372,0.0,0.9702,156.352,33317.03,33317.03,33317.03,33317.03,0.0,True
imdb_wiki,3,Falconn (num_tables: 100),500000,1000,Update,0.0,0.0,6297.93429,0.0,0.599,158.7822,33317.03,33317.03,33317.03,33317.03,0.0,True
insta_1m,1,KNNS Binary (Threaded),300000,1000,Build,3.0204,0.0,3958.02999,1.0,1.0,252.6509,43235.18,42097.27,40946.36,42626.83,2288.82,True
insta_1m,2,KNNS Binary (Threaded),301000,1000,Update,0.0,0.0159,3952.58713,0.0,1.0,252.9989,38663.69,38662.16,38656.05,38663.69,7.64,True
insta_1m,3,KNNS Binary (Threaded),500000,1000,Update,0.0,3.3328,6031.63743,0.0,1.0,165.7925,40195.84,39433.1,38663.69,40195.84,1532.15,True
insta_1m,1,KNNS Binary (Serial),300000,1000,Build,4.5092,0.0,13149.91641,1.0,1.0,76.0461,45843.58,41426.26,40195.84,45843.58,5647.74,False
insta_1m,2,KNNS Binary (Serial),301000,1000,Update,0.0,0.016,12706.22563,0.0,1.0,78.7016,42036.51,42034.99,42028.88,42036.51,7.63,False
insta_1m,3,KNNS Binary (Serial),500000,1000,Update,0.0,3.1472,20413.74445,0.0,1.0,48.9866,43554.76,42809.25,42036.51,43554.76,1518.25,False
insta_1m,1,KNNS Double (Threaded),300000,1000,Build,3.1256,0.0,3920.25113,1.0,1.0,255.0857,46032.96,44711.5,43554.76,46032.96,2478.2,True
insta_1m,2,KNNS Double (Threaded),301000,1000,Update,0.0,0.0211,3932.51085,0.0,1.0,254.2905,38853.45,38842.34,38821.87,38853.45,31.58,True
insta_1m,3,KNNS Double (Threaded),500000,1000,Update,0.0,3.1341,6558.78973,0.0,1.0,152.4672,40371.7,39620.54,38853.45,40084.21,1518.25,True
insta_1m,1,KNNS Double (Serial),300000,1000,Build,4.4298,0.0,18778.48744,1.0,1.0,53.2524,45745.68,41307.84,40084.21,45745.68,5661.47,False
insta_1m,2,KNNS Double (Serial),301000,1000,Update,0.0,0.0151,18537.36925,0.0,1.0,53.9451,41938.61,41937.09,41930.98,41938.61,7.63,False
insta_1m,3,KNNS Double (Serial),500000,1000,Update,0.0,3.151,30176.22995,0.0,1.0,33.1387,43456.86,42716.68,41938.61,43456.86,1518.25,False
insta_1m,1,KNNS Reordered Binary (Threaded),300000,1000,Build,3.3888,0.0,3279.69575,1.0,1.0,304.9063,45757.66,44601.19,43456.86,45757.66,2300.79,True
insta_1m,2,KNNS Reordered Binary (Threaded),301000,1000,Update,0.0,0.9679,3265.81097,0.0,0.9933,306.2027,41950.64,41949.09,41942.96,41950.64,7.68,True
insta_1m,3,KNNS Reordered Binary (Threaded),500000,1000,Update,0.0,192.2899,5420.58301,0.0,0.9975,184.482,43482.16,42185.75,41950.64,43482.16,1531.53,True
insta_1m,1,KNNS Reordered Binary (Serial),300000,1000,Build,2.9734,0.0,10772.0778,1.0,1.0,92.8326,48042.3,44337.19,43482.16,48042.3,4560.14,False
insta_1m,2,KNNS Reordered Binary (Serial),301000,1000,Update,0.0,0.9967,10821.50173,0.0,0.9933,92.4086,44235.23,44233.71,44227.61,44235.23,7.63,False
insta_1m,3,KNNS Reordered Binary (Serial),500000,1000,Update,0.0,191.9413,18929.4405,0.0,0.9975,52.8278,45753.48,44468.81,44235.23,45753.48,1518.25,False
insta_1m,1,KNNS Reordered Double (Threaded),300000,1000,Build,2.0808,0.0,3398.06628,1.0,1.0,294.285,48368.05,46223.36,45753.48,48368.05,2614.57,True
insta_1m,2,KNNS Reordered Double (Threaded),301000,1000,Update,0.0,0.9954,3413.72681,0.0,0.9933,292.935,44561.95,44560.04,44553.36,44561.95,8.59,True
insta_1m,3,KNNS Reordered Double (Threaded),500000,1000,Update,0.0,194.7422,6393.22805,0.0,0.9975,156.4155,46316.94,44822.84,44561.95,46316.94,1754.99,True
insta_1m,1,KNNS Reordered Double (Serial),300000,1000,Build,1.9934,0.0,18211.03978,1.0,1.0,54.9117,48605.75,46746.09,46316.94,48605.75,2288.82,False
insta_1m,2,KNNS Reordered Double (Serial),301000,1000,Update,0.0,2.2521,17845.74366,0.0,0.9933,56.0358,47087.5,46628.21,44791.05,47087.5,2296.45,False
insta_1m,3,KNNS Reordered Double (Serial),500000,1000,Update,0.0,191.2307,29691.2477,0.0,0.9975,33.68,48605.75,47330.42,47087.5,48605.75,1518.25,False
insta_1m,1,Linscan (budget: 1),300000,1000,Build,77.1711,0.0,286.11684,0.4468,0.4468,3495.0757,50894.57,48716.17,48605.75,48605.75,2288.82,True
insta_1m,2,Linscan (budget: 1),301000,1000,Update,0.0,0.2618,309.75866,0.0,0.4396,3228.3197,41371.5,41371.5,41371.5,41371.5,0.0,True
insta_1m,3,Linscan (budget: 1),500000,1000,Update,0.0,51.0112,304.78597,0.0,0.1355,3280.991,42889.75,41440.33,41371.5,41371.5,1518.25,True
insta_1m,1,Linscan (budget: 10),300000,1000,Build,77.5015,0.0,878.48139,0.8773,0.8773,1138.328,45949.14,43722.38,41371.5,41428.66,4577.64,True
insta_1m,2,Linscan (budget: 10),301000,1000,Update,0.0,0.2546,872.34068,0.0,0.8791,1146.3411,36915.43,36903.6,36915.43,36860.26,0.0,True
insta_1m,3,Linscan (budget: 10),500000,1000,Update,0.0,51.0956,887.71176,0.0,0.7996,1126.4918,41415.01,38509.13,36860.26,36860.26,4554.75,True
insta_1m,1,Linscan (budget: 100),300000,1000,Build,78.0414,0.0,6547.2548,0.9872,0.9872,152.7358,43726.72,40290.12,36860.26,36915.43,6866.46,True
insta_1m,2,Linscan (budget: 100),301000,1000,Update,0.0,0.2576,6546.75508,0.0,0.9872,152.7474,36915.43,36904.04,36915.43,36862.27,0.0,True
insta_1m,3,Linscan (budget: 100),500000,1000,Update,0.0,51.6585,6559.00478,0.0,0.9753,152.4622,42176.14,39205.0,36862.27,36862.27,5313.88,True
insta_1m,1,Linscan (budget: 1000),300000,1000,Build,77.6121,0.0,54259.32598,0.9977,0.9977,18.43,44873.14,40398.69,36862.27,36915.43,8010.87,True
insta_1m,2,Linscan (budget: 1000),301000,1000,Update,0.0,0.2552,54454.01716,0.0,0.9977,18.3641,36915.43,36904.04,36915.43,36862.27,0.0,True
insta_1m,3,Linscan (budget: 1000),500000,1000,Update,0.0,51.0304,62979.88605,0.0,0.9978,15.8781,41417.02,38509.17,36862.27,36862.28,4554.75,True
insta_1m,1,Linscan (base),300000,1000,Build,76.7246,0.0,54438.96747,0.9977,0.9977,18.3692,44873.15,40397.35,36862.28,36915.44,8010.87,True
insta_1m,2,Linscan (base),301000,1000,Update,0.0,0.2586,54608.14357,0.0,0.9981,18.3123,36915.44,36904.48,36915.44,36864.28,0.0,True
insta_1m,3,Linscan (base),500000,1000,Update,0.0,51.6557,90887.45522,0.0,0.9979,11.0026,42178.15,39207.71,36864.28,36864.28,5313.88,True
insta_1m,1,Cufe (budget: 1),300000,1000,Build,81.7171,0.0,310.02307,0.5961,0.5961,3225.5664,46019.56,41473.68,36864.28,36915.45,9155.28,True
insta_1m,2,Cufe (budget: 1),301000,1000,Update,0.0,0.2701,303.9372,0.0,0.5944,3290.1534,36915.45,36904.91,36915.45,36866.28,0.0,True
insta_1m,3,Cufe (budget: 1),500000,1000,Update,0.0,54.3457,313.61222,0.0,0.4117,3188.6512,41421.03,38539.14,36866.28,36866.28,4554.75,True
insta_1m,1,Cufe (budget: 10),300000,1000,Build,80.959,0.0,878.01242,0.7397,0.7397,1138.9361,44877.15,40449.23,36866.28,36915.46,8010.87,True
insta_1m,2,Cufe (budget: 10),301000,1000,Update,0.0,0.2752,873.7886,0.0,0.7384,1144.4416,36915.46,36902.82,36915.46,36868.28,0.0,True
insta_1m,3,Cufe (budget: 10),500000,1000,Update,0.0,54.3132,880.21803,0.0,0.7223,1136.0822,41423.03,38544.03,36868.28,36868.28,4554.75,True
insta_1m,1,Cufe (budget: 100),300000,1000,Build,81.096,0.0,6551.5275,0.7448,0.7448,152.6362,44850.08,40358.13,36868.28,36915.46,7981.8,True
insta_1m,2,Cufe (budget: 100),301000,1000,Update,0.0,0.2681,6548.23327,0.0,0.7441,152.7129,36915.46,36901.6,36915.46,36871.28,0.0,True
insta_1m,3,Cufe (budget: 100),500000,1000,Update,0.0,53.1107,6552.38128,0.0,0.7336,152.6163,41426.03,38549.17,36871.28,36871.28,4554.75,True
insta_1m,1,Cufe (budget: 1000),300000,1000,Build,80.409,0.0,27352.79536,0.7448,0.7448,36.5593,43737.74,39406.74,36871.28,36915.46,6866.46,True
insta_1m,2,Cufe (budget: 1000),301000,1000,Update,0.0,0.2726,27450.45972,0.0,0.7443,36.4293,36915.46,36903.89,36915.46,36872.28,0.0,True
insta_1m,3,Cufe (budget: 1000),500000,1000,Update,0.0,54.2673,45567.74902,0.0,0.7342,21.9453,41427.03,38550.26,36872.28,36872.28,4554.75,True
insta_1m,1,Cufe (base),300000,1000,Build,81.3713,0.0,27618.50262,0.9665,0.9665,36.2076,43738.74,39405.72,36872.28,36915.46,6866.46,True
insta_1m,2,Cufe (base),301000,1000,Update,0.0,0.273,27669.04378,0.0,0.9666,36.1415,36915.46,36906.57,36915.46,36874.28,0.0,True
insta_1m,3,Cufe (base),500000,1000,Update,0.0,53.2871,46043.65873,0.0,0.9625,21.7185,41429.03,38556.47,36874.28,36874.28,4554.75,True
insta_1m,1,SHNSW (ef_search: 40),300000,1000,Build,97.8827,0.0,93.92715,0.9615,0.9615,10646.5495,43740.74,41351.82,36874.28,39163.1,6866.46,True
insta_1m,2,SHNSW (ef_search: 40),301000,1000,Update,0.0,0.0,94.86246,0.0,0.9587,10541.5777,39163.2,39163.16,39163.1,39163.1,0.1,True
insta_1m,3,SHNSW (ef_search: 40),500000,1000,Update,0.0,0.0,95.1798,0.0,0.5698,10506.4314,39163.2,39163.16,39163.1,39163.1,0.1,True
insta_1m,1,SHNSW (ef_search: 200),300000,1000,Build,96.2442,0.0,230.6993,0.9811,0.9811,4334.6469,46029.56,43618.44,39163.1,41451.98,6866.46,True
insta_1m,2,SHNSW (ef_search: 200),301000,1000,Update,0.0,0.0,232.47933,0.0,0.9781,4301.4576,41452.08,41452.06,41451.98,41451.98,0.1,True
insta_1m,3,SHNSW (ef_search: 200),500000,1000,Update,0.0,0.0,231.45652,0.0,0.5813,4320.4659,41452.08,41452.06,41451.98,41451.98,0.1,True
insta_1m,1,SHNSW (ef_search: 500),300000,1000,Build,96.5618,0.0,481.69518,0.9896,0.9896,2076.0017,48318.44,45901.92,41451.98,43742.46,6866.46,True
insta_1m,2,SHNSW (ef_search: 500),301000,1000,Update,0.0,0.0,481.91619,0.0,0.9866,2075.0496,43742.56,43742.55,43742.46,43742.46,0.1,True
insta_1m,3,SHNSW (ef_search: 500),500000,1000,Update,0.0,0.0,488.49201,0.0,0.5874,2047.1164,43742.56,43742.55,43742.46,43742.46,0.1,True
insta_1m,1,SHNSW (ef_search: 1000),300000,1000,Build,96.4522,0.0,934.60178,0.9926,0.9926,1069.9744,50608.92,48180.16,43742.46,46031.28,6866.46,True
insta_1m,2,SHNSW (ef_search: 1000),301000,1000,Update,0.0,0.0,934.65853,0.0,0.9896,1069.9095,46031.38,46031.38,46031.28,46031.28,0.1,True
insta_1m,3,SHNSW (ef_search: 1000),500000,1000,Update,0.0,0.0,935.9622,0.0,0.5897,1068.4192,46031.38,46031.38,46031.28,46031.28,0.1,True
insta_1m,1,Faiss HNSW (efSearch: 64),300000,1000,Build,23.4229,0.0,47.10984,0.9518,0.9518,21226.9868,46031.28,46031.28,46031.28,46031.28,0.0,True
insta_1m,2,Faiss HNSW (efSearch: 64),301000,1000,Update,0.0,0.7735,47.25599,0.0,0.9518,21161.3372,47179.51,46706.39,46031.28,47179.51,1148.23,True
insta_1m,3,Faiss HNSW (efSearch: 64),500000,1000,Update,0.0,16.5938,50.09341,0.0,0.9487,19962.7047,47938.63,47924.02,47179.51,47938.63,759.12,True
insta_1m,1,Faiss HNSW (efSearch: 128),300000,1000,Build,23.2661,0.0,73.66037,0.9656,0.9656,13575.8203,47938.63,47938.63,47938.63,47938.63,0.0,True
insta_1m,2,Faiss HNSW (efSearch: 128),301000,1000,Update,0.0,0.7721,73.10438,0.0,0.9657,13679.0706,47179.51,46725.78,46031.28,47179.51,1148.23,True
insta_1m,3,Faiss HNSW (efSearch: 128),500000,1000,Update,0.0,16.6295,77.20637,0.0,0.9598,12952.2986,47938.63,47924.09,47179.51,47938.63,759.12,True
insta_1m,1,Faiss HNSW (efSearch: 256),300000,1000,Build,23.3027,0.0,127.75564,0.9762,0.9762,7827.443,47938.63,47938.63,47938.63,47938.63,0.0,True
insta_1m,2,Faiss HNSW (efSearch: 256),301000,1000,Update,0.0,0.772,122.52975,0.0,0.9763,8161.2836,47179.51,46749.7,46031.28,47179.51,1148.23,True
insta_1m,3,Faiss HNSW (efSearch: 256),500000,1000,Update,0.0,16.5606,125.07176,0.0,0.971,7995.4097,47938.63,47924.04,47179.51,47938.63,759.12,True
insta_1m,1,Faiss GT,300000,1000,Build,0.2329,0.0,5822.2847,0.9983,0.9983,171.7539,47938.63,47938.63,47938.63,47938.63,0.0,True
insta_1m,2,Faiss GT,301000,1000,Update,0.0,0.6614,5811.22065,0.0,0.9983,172.0809,47179.51,47117.87,46031.28,47179.51,1148.23,True
insta_1m,3,Faiss GT,500000,1000,Update,0.0,0.545,9740.62991,0.0,0.9978,102.6628,47938.63,47915.59,47179.51,47938.63,759.12,True
insta_1m,1,Scann,300000,1000,Build,19.0444,0.0,1044.76166,0.8191,0.8191,957.1561,47952.18,47940.38,47938.63,47951.96,13.55,True
insta_1m,2,Scann,301000,1000,Update,0.0,0.0,1043.44296,0.0,0.8165,958.3658,46044.61,46044.61,46044.61,46044.61,0.0,True
insta_1m,3,Scann,500000,1000,Update,0.0,0.0,1043.70046,0.0,0.4894,958.1293,46044.61,46044.61,46044.61,46044.61,0.0,True
insta_1m,1,Falconn (num_tables: 50),300000,1000,Build,3.1667,0.0,1741.60504,0.9642,0.9642,574.183,46062.59,46061.24,46044.61,46062.59,17.98,True
insta_1m,2,Falconn (num_tables: 50),301000,1000,Update,0.0,0.0,1736.86814,0.0,0.9615,575.7489,46062.09,46062.09,46062.09,46062.09,0.01,True
insta_1m,3,Falconn (num_tables: 50),500000,1000,Update,0.0,0.0,1733.78634,0.0,0.5771,576.7723,46062.09,46062.09,46062.09,46062.09,0.0,True
insta_1m,1,Falconn (num_tables: 100),300000,1000,Build,6.1228,0.0,3046.26513,0.9853,0.9853,328.2708,46062.1,46062.1,46062.09,46062.09,0.01,True
insta_1m,2,Falconn (num_tables: 100),301000,1000,Update,0.0,0.0,3018.31365,0.0,0.9823,331.3108,46062.09,46062.09,46062.09,46062.09,0.0,True
insta_1m,3,Falconn (num_tables: 100),500000,1000,Update,0.0,0.0,3010.06699,0.0,0.5871,332.2185,46062.09,46062.09,46062.09,46062.09,0.0,True
mirflickr,1,KNNS Binary (Threaded),300000,1000,Build,3.0505,0.0,2749.77803,1.0,1.0,363.6657,55980.26,54845.61,53691.44,55492.17,2288.82,True
mirflickr,2,KNNS Binary (Threaded),301000,1000,Update,0.0,0.0217,2763.17406,0.0,1.0,361.9026,47870.49,47868.96,47862.84,47870.49,7.65,True
mirflickr,3,KNNS Binary (Threaded),500000,1000,Update,0.0,3.107,4395.72716,0.0,1.0,227.4936,49396.38,48645.92,47870.49,49396.38,1525.88,True
mirflickr,1,KNNS Binary (Serial),300000,1000,Build,4.4231,0.0,8036.21006,1.0,1.0,124.4368,55135.64,50633.56,49396.38,55135.64,5739.27,False
mirflickr,2,KNNS Binary (Serial),301000,1000,Update,0.0,0.0211,8070.8077,0.0,1.0,123.9033,51328.57,51327.04,51320.94,51328.57,7.63,False
mirflickr,3,KNNS Binary (Serial),500000,1000,Update,0.0,3.1116,13510.70166,0.0,1.0,74.0154,52846.82,52107.95,51328.57,52846.82,1518.25,False
mirflickr,1,KNNS Double (Threaded),300000,1000,Build,3.1049,0.0,2487.68592,1.0,1.0,401.98,55406.19,54009.08,52846.82,55406.19,2559.37,True
mirflickr,2,KNNS Double (Threaded),301000,1000,Update,0.0,0.0221,2439.78763,0.0,1.0,409.8717,48114.17,48112.5,48106.18,48114.17,7.99,True
mirflickr,3,KNNS Double (Threaded),500000,1000,Update,0.0,3.0981,4472.46146,0.0,1.0,223.5905,49632.42,48889.41,48114.17,49331.99,1518.25,True
mirflickr,1,KNNS Double (Serial),300000,1000,Build,4.4024,0.0,12004.87161,1.0,1.0,83.2995,55085.14,50574.88,49331.99,55085.14,5753.16,False
mirflickr,2,KNNS Double (Serial),301000,1000,Update,0.0,0.0209,11675.8306,0.0,1.0,85.647,51278.07,51276.55,51270.45,51278.07,7.63,False
mirflickr,3,KNNS Double (Serial),500000,1000,Update,0.0,3.1192,20340.69467,0.0,1.0,49.1625,52796.32,52062.96,51278.07,52796.32,1518.25,False
mirflickr,1,KNNS Reordered Binary (Threaded),300000,1000,Build,3.376,0.0,2157.78732,1.0,1.0,463.4377,55090.02,53955.26,52796.32,55090.02,2293.69,True
mirflickr,2,KNNS Reordered Binary (Threaded),301000,1000,Update,0.0,0.9781,2164.05153,0.0,0.9917,462.0962,51283.49,51281.75,51275.32,51283.49,8.17,True
mirflickr,3,KNNS Reordered Binary (Threaded),500000,1000,Update,0.0,194.81,3931.2079,0.0,0.9957,254.3747,52809.45,51527.33,51283.49,52809.45,1525.96,True
mirflickr,1,KNNS Reordered Binary (Serial),300000,1000,Build,2.9753,0.0,6992.78736,1.0,1.0,143.0045,57369.59,53664.47,52809.45,57369.59,4560.14,False
mirflickr,2,KNNS Reordered Binary (Serial),301000,1000,Update,0.0,1.0565,7011.78741,0.0,0.9917,142.617,53562.52,53560.99,53554.89,53562.52,7.63,False
mirflickr,3,KNNS Reordered Binary (Serial),500000,1000,Update,0.0,194.6373,13094.68341,0.0,0.9957,76.3669,55080.77,53805.44,53562.52,55080.77,1518.25,False
mirflickr,1,KNNS Reordered Double (Threaded),300000,1000,Build,2.0826,0.0,2165.0579,1.0,1.0,461.8814,57589.12,55537.37,55080.77,57589.12,2508.36,True
mirflickr,2,KNNS Reordered Double (Threaded),301000,1000,Update,0.0,1.1255,2150.96593,0.0,0.9917,464.9074,50337.89,48505.11,50337.89,48047.1,0.0,True
mirflickr,3,KNNS Reordered Double (Threaded),500000,1000,Update,0.0,193.6738,4019.44137,0.0,0.9957,248.7908,49729.83,48828.83,48047.1,49729.83,1682.73,True
mirflickr,1,KNNS Reordered Double (Serial),300000,1000,Build,4.7231,0.0,12237.43749,1.0,1.0,81.7165,55486.41,50969.97,49729.83,55486.41,5756.58,False
mirflickr,2,KNNS Reordered Double (Serial),301000,1000,Update,0.0,0.9636,12009.85336,0.0,0.9917,83.265,51679.34,51677.82,51671.71,51679.34,7.63,False
mirflickr,3,KNNS Reordered Double (Serial),500000,1000,Update,0.0,191.8707,21079.71978,0.0,0.9957,47.439,53197.59,52466.65,51679.34,53197.59,1518.25,False
mirflickr,1,Linscan (budget: 1),300000,1000,Build,81.0487,0.0,289.43276,0.5184,0.5184,3455.0339,60064.05,56834.62,53197.59,53197.6,6866.46,True
mirflickr,2,Linscan (budget: 1),301000,1000,Update,0.0,0.2608,301.90325,0.0,0.4954,3312.3195,45915.14,45915.14,45915.14,45915.14,0.0,True
mirflickr,3,Linscan (budget: 1),500000,1000,Update,0.0,51.6841,308.67958,0.0,0.1561,3239.6053,51229.01,48258.04,45915.14,45915.14,5313.88,True
mirflickr,1,Linscan (budget: 10),300000,1000,Build,78.2249,0.0,870.81027,0.924,0.924,1148.3558,53926.01,49447.62,45915.14,45956.33,8010.87,True
mirflickr,2,Linscan (budget: 10),301000,1000,Update,0.0,0.2564,874.66121,0.0,0.9245,1143.2998,45956.33,45948.15,45956.33,45918.14,0.0,True
mirflickr,3,Linscan (budget: 10),500000,1000,Update,0.0,51.2623,890.72514,0.0,0.8555,1122.6808,50472.89,47565.33,45918.14,45918.14,4554.75,True
mirflickr,1,Linscan (budget: 100),300000,1000,Build,77.9357,0.0,6538.78641,0.9881,0.9881,152.9336,53929.01,49458.08,45918.14,45956.33,8010.87,True
mirflickr,2,Linscan (budget: 100),301000,1000,Update,0.0,0.2579,6547.47057,0.0,0.9882,152.7307,45956.33,45948.36,45956.33,45919.14,0.0,True
mirflickr,3,Linscan (budget: 100),500000,1000,Update,0.0,51.6034,6561.36727,0.0,0.9772,152.4073,51233.01,48257.88,45919.14,45919.14,5313.88,True
mirflickr,1,Linscan (budget: 1000),300000,1000,Build,77.4555,0.0,54227.94199,0.9912,0.9912,18.4407,53930.01,49457.02,45919.14,45956.34,8010.87,True
mirflickr,2,Linscan (budget: 1000),301000,1000,Update,0.0,0.2558,54426.62048,0.0,0.9912,18.3734,45956.34,45948.58,45956.34,45920.14,0.0,True
mirflickr,3,Linscan (budget: 1000),500000,1000,Update,0.0,50.5197,63012.67433,0.0,0.9883,15.8698,50474.89,47569.21,45920.14,45920.14,4554.75,True
mirflickr,1,Linscan (base),300000,1000,Build,78.2492,0.0,54361.52267,0.9916,0.9916,18.3954,55075.42,49577.2,45920.14,45956.33,9155.28,True
mirflickr,2,Linscan (base),301000,1000,Update,0.0,0.2585,54571.01798,0.0,0.9914,18.3247,45956.33,45948.79,45956.33,45921.14,0.0,True
mirflickr,3,Linscan (base),500000,1000,Update,0.0,51.4842,90860.56042,0.0,0.9888,11.0059,51235.01,48262.48,45921.14,45921.14,5313.88,True
mirflickr,1,Cufe (budget: 1),300000,1000,Build,80.6369,0.0,298.00296,0.6598,0.6598,3355.6714,53932.01,49504.21,45921.14,45956.34,8010.87,True
mirflickr,2,Cufe (budget: 1),301000,1000,Update,0.0,0.2728,305.35364,0.0,0.6592,3274.8914,45956.34,45949.08,45956.34,45922.14,0.0,True
mirflickr,3,Cufe (budget: 1),500000,1000,Update,0.0,54.5975,312.45971,0.0,0.4673,3200.4127,50476.89,47594.11,45922.14,45922.14,4554.75,True
mirflickr,1,Cufe (budget: 10),300000,1000,Build,80.5244,0.0,868.27421,0.7617,0.7617,1151.7099,53933.01,49508.48,45922.14,45956.34,8010.87,True
mirflickr,2,Cufe (budget: 10),301000,1000,Update,0.0,0.2718,878.68237,0.0,0.7617,1138.0677,45956.34,45949.44,45956.34,45924.14,0.0,True
mirflickr,3,Cufe (budget: 10),500000,1000,Update,0.0,53.6579,884.41229,0.0,0.7524,1130.6944,50478.89,47602.45,45924.14,45924.14,4554.75,True
mirflickr,1,Cufe (budget: 100),300000,1000,Build,79.5311,0.0,6538.50985,0.7641,0.7641,152.94,53935.01,49510.23,45924.14,45956.35,8010.87,True
mirflickr,2,Cufe (budget: 100),301000,1000,Update,0.0,0.2706,6548.97738,0.0,0.7643,152.6956,45956.35,45948.24,45956.35,45926.14,0.0,True
mirflickr,3,Cufe (budget: 100),500000,1000,Update,0.0,53.3695,6555.71055,0.0,0.7617,152.5388,50480.89,47607.54,45926.14,45926.14,4554.75,True
mirflickr,1,Cufe (budget: 1000),300000,1000,Build,80.0351,0.0,27375.40388,0.7641,0.7641,36.5291,53875.48,49412.37,45926.14,45956.35,7949.33,True
mirflickr,2,Cufe (budget: 1000),301000,1000,Update,0.0,0.2734,27523.68927,0.0,0.7643,36.3323,45956.35,45950.65,45956.35,45928.14,0.0,True
mirflickr,3,Cufe (budget: 1000),500000,1000,Update,0.0,53.1416,45597.58615,0.0,0.7618,21.931,50482.89,47607.31,45928.14,45928.14,4554.75,True
mirflickr,1,Cufe (base),300000,1000,Build,81.0863,0.0,27635.03075,0.9324,0.9324,36.186,53913.48,49415.24,45928.14,45956.35,7985.33,True
mirflickr,2,Cufe (base),301000,1000,Update,0.0,0.2648,27745.8446,0.0,0.9328,36.0414,45956.35,45949.31,45956.35,45930.14,0.0,True
mirflickr,3,Cufe (base),500000,1000,Update,0.0,53.4771,46074.00894,0.0,0.9314,21.7042,50484.89,47607.44,45930.14,45930.14,4554.75,True
mirflickr,1,SHNSW (ef_search: 40),300000,1000,Build,99.4072,0.0,82.71408,0.9548,0.9548,12089.84,52796.61,51475.08,45930.14,48218.96,6866.46,True
mirflickr,2,SHNSW (ef_search: 40),301000,1000,Update,0.0,0.0,82.6993,0.0,0.9518,12092.0009,48219.07,48219.02,48218.96,48218.96,0.1,True
mirflickr,3,SHNSW (ef_search: 40),500000,1000,Update,0.0,0.0,82.40032,0.0,0.5785,12135.8749,48219.07,48219.02,48218.96,48218.96,0.1,True
mirflickr,1,SHNSW (ef_search: 200),300000,1000,Build,99.8476,0.0,195.71924,0.9743,0.9743,5109.3597,55085.43,52680.29,48218.96,50507.79,6866.46,True
mirflickr,2,SHNSW (ef_search: 200),301000,1000,Update,0.0,0.0,195.3733,0.0,0.971,5118.4067,50507.89,50507.87,50507.79,50507.79,0.1,True
mirflickr,3,SHNSW (ef_search: 200),500000,1000,Update,0.0,0.0,195.69707,0.0,0.5901,5109.9386,50507.89,50507.87,50507.79,50507.79,0.1,True
mirflickr,1,SHNSW (ef_search: 500),300000,1000,Build,102.0932,0.0,405.22122,0.9863,0.9863,2467.7878,57374.25,54983.57,50507.79,52797.79,6866.46,True
mirflickr,2,SHNSW (ef_search: 500),301000,1000,Update,0.0,0.0,403.61285,0.0,0.9829,2477.6218,52797.89,52797.88,52797.79,52797.79,0.1,True
mirflickr,3,SHNSW (ef_search: 500),500000,1000,Update,0.0,0.0,407.88841,0.0,0.5991,2451.6509,52797.89,52797.88,52797.79,52797.79,0.1,True
