Mean search time: 500.382 ms
Net number of dot products: 189002893
Query 0: naive time: 389.522 ms, recall: 1
Query 1: naive time: 362.337 ms, recall: 1
Query 2: naive time: 331.518 ms, recall: 1
Query 3: naive time: 365.268 ms, recall: 1
Query 4: naive time: 424.792 ms, recall: 1
Query 5: naive time: 372.778 ms, recall: 1
Query 6: naive time: 284.442 ms, recall: 1
Query 7: naive time: 440.521 ms, recall: 1
Query 8: naive time: 333.993 ms, recall: 1
Query 9: naive time: 444.153 ms, recall: 1
Query 10: naive time: 361.59 ms, recall: 1
Query 11: naive time: 397.021 ms, recall: 1
Query 12: naive time: 355.998 ms, recall: 1
Query 13: naive time: 486.69 ms, recall: 1
Query 14: naive time: 420.813 ms, recall: 1
Query 15: naive time: 379.002 ms, recall: 1
Query 16: naive time: 393.292 ms, recall: 1
Query 17: naive time: 318.108 ms, recall: 1
Query 18: naive time: 287.754 ms, recall: 1
Query 19: naive time: 416.944 ms, recall: 1
Query 20: naive time: 376.039 ms, recall: 1
Query 21: naive time: 326.246 ms, recall: 1
Query 22: naive time: 378.203 ms, recall: 1
Query 23: naive time: 406.928 ms, recall: 1
Query 24: naive time: 368.242 ms, recall: 1
Query 25: naive time: 341.327 ms, recall: 1
Query 26: naive time: 436.806 ms, recall: 1
Query 27: naive time: 429.399 ms, recall: 1
Query 28: naive time: 389.993 ms, recall: 1
Query 29: naive time: 427.227 ms, recall: 1
Query 30: naive time: 413.175 ms, recall: 1
Query 31: naive time: 404.576 ms, recall: 1
Query 32: naive time: 335.364 ms, recall: 1
Query 33: naive time: 414.434 ms, recall: 1
Query 34: naive time: 447.135 ms, recall: 1
Query 35: naive time: 315.414 ms, recall: 1
Query 36: naive time: 401.387 ms, recall: 1
Query 37: naive time: 482.401 ms, recall: 1
Query 38: naive time: 436.187 ms, recall: 1
Query 39: naive time: 376.351 ms, recall: 1
Query 40: naive time: 320.561 ms, recall: 1
Query 41: naive time: 466.497 ms, recall: 1
Query 42: naive time: 258.042 ms, recall: 1
Query 43: naive time: 394.086 ms, recall: 1
Query 44: naive time: 417.317 ms, recall: 1
Query 45: naive time: 352.152 ms, recall: 1
Query 46: naive time: 349.895 ms, recall: 1
Query 47: naive time: 293.024 ms, recall: 1
Query 48: naive time: 396.336 ms, recall: 1
Query 49: naive time: 410.626 ms, recall: 1
Query 50: naive time: 457.846 ms, recall: 1
Query 51: naive time: 396.438 ms, recall: 1
Query 52: naive time: 475.901 ms, recall: 1
Query 53: naive time: 423.976 ms, recall: 1
Query 54: naive time: 485.073 ms, recall: 1
Query 55: naive time: 431.338 ms, recall: 1
Query 56: naive time: 344.725 ms, recall: 1
Query 57: naive time: 425.816 ms, recall: 1
Query 58: naive time: 448.112 ms, recall: 1
Query 59: naive time: 457.222 ms, recall: 1
Query 60: naive time: 358.96 ms, recall: 1
Query 61: naive time: 388.351 ms, recall: 1
Query 62: naive time: 271.419 ms, recall: 1
Query 63: naive time: 473.144 ms, recall: 1
Query 64: naive time: 356.892 ms, recall: 1
Query 65: naive time: 444.521 ms, recall: 1
Query 66: naive time: 350.477 ms, recall: 1
Query 67: naive time: 366.011 ms, recall: 1
Query 68: naive time: 338.677 ms, recall: 1
Query 69: naive time: 393.283 ms, recall: 1
Query 70: naive time: 405.231 ms, recall: 1
Query 71: naive time: 434.065 ms, recall: 1
Query 72: naive time: 385.125 ms, recall: 1
Query 73: naive time: 265.364 ms, recall: 1
Query 74: naive time: 434.533 ms, recall: 1
Query 75: naive time: 385.621 ms, recall: 1
Query 76: naive time: 420.107 ms, recall: 1
Query 77: naive time: 402.652 ms, recall: 1
Query 78: naive time: 374.463 ms, recall: 1
Query 79: naive time: 377.976 ms, recall: 1
Query 80: naive time: 307.341 ms, recall: 1
