Mean search time: 697.344 ms
Net number of dot products: 208362870
Query 0: naive time: 431.853 ms, recall: 1
Query 1: naive time: 535.507 ms, recall: 1
Query 2: naive time: 403.336 ms, recall: 1
Query 3: naive time: 494.189 ms, recall: 1
Query 4: naive time: 566.649 ms, recall: 1
Query 5: naive time: 434.805 ms, recall: 1
Query 6: naive time: 577.186 ms, recall: 1
Query 7: naive time: 522.058 ms, recall: 1
Query 8: naive time: 511.837 ms, recall: 1
Query 9: naive time: 469.511 ms, recall: 1
Query 10: naive time: 562.098 ms, recall: 1
Query 11: naive time: 639.829 ms, recall: 1
Query 12: naive time: 550.602 ms, recall: 1
Query 13: naive time: 556.254 ms, recall: 1
Query 14: naive time: 650.035 ms, recall: 1
Query 15: naive time: 585.903 ms, recall: 1
Query 16: naive time: 450.987 ms, recall: 1
Query 17: naive time: 552.302 ms, recall: 1
Query 18: naive time: 527.272 ms, recall: 1
Query 19: naive time: 483.243 ms, recall: 1
Query 20: naive time: 507.87 ms, recall: 1
Query 21: naive time: 711.802 ms, recall: 1
Query 22: naive time: 472.536 ms, recall: 1
Query 23: naive time: 647.956 ms, recall: 1
Query 24: naive time: 610.456 ms, recall: 1
Query 25: naive time: 538.65 ms, recall: 1
Query 26: naive time: 581.07 ms, recall: 1
Query 27: naive time: 637.365 ms, recall: 1
Query 28: naive time: 484.501 ms, recall: 1
Query 29: naive time: 418.813 ms, recall: 1
Query 30: naive time: 484.057 ms, recall: 1
Query 31: naive time: 539.648 ms, recall: 1
Query 32: naive time: 605.973 ms, recall: 1
Query 33: naive time: 555.96 ms, recall: 1
Query 34: naive time: 533.184 ms, recall: 1
Query 35: naive time: 665.382 ms, recall: 1
Query 36: naive time: 626.358 ms, recall: 1
Query 37: naive time: 581.75 ms, recall: 1
Query 38: naive time: 452.292 ms, recall: 1
Query 39: naive time: 646.457 ms, recall: 1
Query 40: naive time: 551.59 ms, recall: 1
Query 41: naive time: 540.808 ms, recall: 1
Query 42: naive time: 706.956 ms, recall: 1
Query 43: naive time: 486.749 ms, recall: 1
Query 44: naive time: 457.984 ms, recall: 1
Query 45: naive time: 561.396 ms, recall: 1
Query 46: naive time: 609.246 ms, recall: 1
Query 47: naive time: 688.871 ms, recall: 1
Query 48: naive time: 533.182 ms, recall: 1
Query 49: naive time: 560.169 ms, recall: 1
Query 50: naive time: 505.694 ms, recall: 1
Query 51: naive time: 501.52 ms, recall: 1
Query 52: naive time: 473.871 ms, recall: 1
Query 53: naive time: 519.903 ms, recall: 1
Query 54: naive time: 464.275 ms, recall: 1
