Mean search time: 585.375 ms
Net number of dot products: 219653239
Query 0: naive time: 422.456 ms, recall: 1
Query 1: naive time: 371.642 ms, recall: 1
Query 2: naive time: 415.962 ms, recall: 1
Query 3: naive time: 432.295 ms, recall: 1
Query 4: naive time: 436.119 ms, recall: 1
Query 5: naive time: 574.186 ms, recall: 1
Query 6: naive time: 463.273 ms, recall: 1
Query 7: naive time: 419.777 ms, recall: 1
Query 8: naive time: 563.392 ms, recall: 1
Query 9: naive time: 525.501 ms, recall: 1
Query 10: naive time: 413.594 ms, recall: 1
Query 11: naive time: 448.358 ms, recall: 1
Query 12: naive time: 400.038 ms, recall: 1
Query 13: naive time: 394.477 ms, recall: 1
Query 14: naive time: 432.425 ms, recall: 1
Query 15: naive time: 463.428 ms, recall: 1
Query 16: naive time: 479.135 ms, recall: 1
Query 17: naive time: 446.994 ms, recall: 1
Query 18: naive time: 417.913 ms, recall: 1
Query 19: naive time: 424.787 ms, recall: 1
Query 20: naive time: 484.849 ms, recall: 1
Query 21: naive time: 430.422 ms, recall: 1
Query 22: naive time: 400.484 ms, recall: 1
Query 23: naive time: 456.4 ms, recall: 1
Query 24: naive time: 514.939 ms, recall: 1
Query 25: naive time: 371.835 ms, recall: 1
Query 26: naive time: 580.919 ms, recall: 1
Query 27: naive time: 357.284 ms, recall: 1
Query 28: naive time: 333.63 ms, recall: 1
Query 29: naive time: 575.407 ms, recall: 1
Query 30: naive time: 468.68 ms, recall: 1
Query 31: naive time: 553.896 ms, recall: 1
Query 32: naive time: 452.409 ms, recall: 1
Query 33: naive time: 522.967 ms, recall: 1
Query 34: naive time: 408.84 ms, recall: 1
Query 35: naive time: 336.423 ms, recall: 1
Query 36: naive time: 521.145 ms, recall: 1
Query 37: naive time: 582.176 ms, recall: 1
Query 38: naive time: 418.074 ms, recall: 1
Query 39: naive time: 506.552 ms, recall: 1
Query 40: naive time: 448.852 ms, recall: 1
Query 41: naive time: 336.537 ms, recall: 1
Query 42: naive time: 464.086 ms, recall: 1
Query 43: naive time: 413.882 ms, recall: 1
Query 44: naive time: 382.054 ms, recall: 1
Query 45: naive time: 470.014 ms, recall: 1
Query 46: naive time: 577.486 ms, recall: 1
Query 47: naive time: 365.554 ms, recall: 1
Query 48: naive time: 376.231 ms, recall: 1
Query 49: naive time: 374.183 ms, recall: 1
Query 50: naive time: 432.934 ms, recall: 1
Query 51: naive time: 459.346 ms, recall: 1
Query 52: naive time: 451.012 ms, recall: 1
Query 53: naive time: 391.484 ms, recall: 1
Query 54: naive time: 439.835 ms, recall: 1
Query 55: naive time: 338.18 ms, recall: 1
Query 56: naive time: 371.777 ms, recall: 1
Query 57: naive time: 414.523 ms, recall: 1
Query 58: naive time: 410.958 ms, recall: 1
Query 59: naive time: 383.986 ms, recall: 1
Query 60: naive time: 506.897 ms, recall: 1
Query 61: naive time: 500.438 ms, recall: 1
Query 62: naive time: 365.656 ms, recall: 1
Query 63: naive time: 357.89 ms, recall: 1
Query 64: naive time: 403.288 ms, recall: 1
Query 65: naive time: 512.355 ms, recall: 1
Query 66: naive time: 553.917 ms, recall: 1
Query 67: naive time: 430.635 ms, recall: 1
Query 68: naive time: 478.111 ms, recall: 1
Query 69: naive time: 389.929 ms, recall: 1
Query 70: naive time: 415.156 ms, recall: 1
Query 71: naive time: 437.837 ms, recall: 1
Query 72: naive time: 467.847 ms, recall: 1
Query 73: naive time: 429.878 ms, recall: 1
Query 74: naive time: 612.194 ms, recall: 1
Query 75: naive time: 459.987 ms, recall: 1
Query 76: naive time: 433.306 ms, recall: 1
Query 77: naive time: 433.636 ms, recall: 1
Query 78: naive time: 545.45 ms, recall: 1
Query 79: naive time: 360.262 ms, recall: 1
Query 80: naive time: 338.608 ms, recall: 1
Query 81: naive time: 423.371 ms, recall: 1
Query 82: naive time: 558.917 ms, recall: 1
Query 83: naive time: 440.946 ms, recall: 1
Query 84: naive time: 446.573 ms, recall: 1
Query 85: naive time: 317.411 ms, recall: 1
Query 86: naive time: 566.792 ms, recall: 1
Query 87: naive time: 393.882 ms, recall: 1
Query 88: naive time: 340.689 ms, recall: 1
Query 89: naive time: 384.305 ms, recall: 1
Query 90: naive time: 382.546 ms, recall: 1
Query 91: naive time: 344.878 ms, recall: 1
Query 92: naive time: 290.204 ms, recall: 1
Query 93: naive time: 506.21 ms, recall: 1
Query 94: naive time: 450.95 ms, recall: 1
Query 95: naive time: 477.159 ms, recall: 1
Query 96: naive time: 381.17 ms, recall: 1
Query 97: naive time: 417.37 ms, recall: 1
Query 98: naive time: 393.168 ms, recall: 1
Query 99: naive time: 442.736 ms, recall: 1
Query 100: naive time: 447.886 ms, recall: 1
Query 101: naive time: 428.067 ms, recall: 1
Query 102: naive time: 496.856 ms, recall: 1
Query 103: naive time: 515.528 ms, recall: 1
Query 104: naive time: 346.845 ms, recall: 1
Query 105: naive time: 537.998 ms, recall: 1
Query 106: naive time: 550.731 ms, recall: 1
Query 107: naive time: 544.886 ms, recall: 1
Query 108: naive time: 442.156 ms, recall: 1
Query 109: naive time: 471.338 ms, recall: 1
Query 110: naive time: 518.659 ms, recall: 1
Query 111: naive time: 531.217 ms, recall: 1
Query 112: naive time: 499.956 ms, recall: 1
Query 113: naive time: 403.655 ms, recall: 1
Query 114: naive time: 503.136 ms, recall: 1
Query 115: naive time: 488.45 ms, recall: 1
Query 116: naive time: 412.461 ms, recall: 1
Query 117: naive time: 600.742 ms, recall: 1
Query 118: naive time: 502.134 ms, recall: 1
Query 119: naive time: 331.983 ms, recall: 1
Query 120: naive time: 500.455 ms, recall: 1
Query 121: naive time: 428.041 ms, recall: 1
Query 122: naive time: 407.811 ms, recall: 1
Query 123: naive time: 441.781 ms, recall: 1
Query 124: naive time: 467.854 ms, recall: 1
Query 125: naive time: 513.391 ms, recall: 1
Query 126: naive time: 477.97 ms, recall: 1
Query 127: naive time: 383.237 ms, recall: 1
Query 128: naive time: 497.894 ms, recall: 1
Query 129: naive time: 444.07 ms, recall: 1
Query 130: naive time: 362.221 ms, recall: 1
Query 131: naive time: 404.772 ms, recall: 1
Query 132: naive time: 519.57 ms, recall: 1
Query 133: naive time: 457.914 ms, recall: 1
Query 134: naive time: 504.259 ms, recall: 1
Query 135: naive time: 467.083 ms, recall: 1
Query 136: naive time: 542.075 ms, recall: 1
Query 137: naive time: 393.843 ms, recall: 1
Query 138: naive time: 346.831 ms, recall: 1
Query 139: naive time: 537.71 ms, recall: 1
Query 140: naive time: 493.033 ms, recall: 1
Query 141: naive time: 447.148 ms, recall: 1
Query 142: naive time: 289.68 ms, recall: 1
Query 143: naive time: 502.63 ms, recall: 1
Query 144: naive time: 345.664 ms, recall: 1
Query 145: naive time: 390.017 ms, recall: 1
Query 146: naive time: 373.729 ms, recall: 1
Query 147: naive time: 474.143 ms, recall: 1
Query 148: naive time: 408.121 ms, recall: 1
Query 149: naive time: 491.018 ms, recall: 1
Query 150: naive time: 459.293 ms, recall: 1
Query 151: naive time: 437.994 ms, recall: 1
Query 152: naive time: 408.17 ms, recall: 1
Query 153: naive time: 427.601 ms, recall: 1
Query 154: naive time: 460.414 ms, recall: 1
Query 155: naive time: 451.521 ms, recall: 1
Query 156: naive time: 508.025 ms, recall: 1
Query 157: naive time: 512.435 ms, recall: 1
Query 158: naive time: 367.515 ms, recall: 1
Query 159: naive time: 366.861 ms, recall: 1
Query 160: naive time: 481.796 ms, recall: 1
Query 161: naive time: 387.94 ms, recall: 1
Query 162: naive time: 625.093 ms, recall: 1
Query 163: naive time: 475.597 ms, recall: 1
Query 164: naive time: 363.583 ms, recall: 1
Query 165: naive time: 511.764 ms, recall: 1
Query 166: naive time: 382.2 ms, recall: 1
Query 167: naive time: 465.678 ms, recall: 1
Query 168: naive time: 561.145 ms, recall: 1
Query 169: naive time: 501.696 ms, recall: 1
Query 170: naive time: 439.954 ms, recall: 1
Query 171: naive time: 468.367 ms, recall: 1
Query 172: naive time: 444.123 ms, recall: 1
Query 173: naive time: 434.871 ms, recall: 1
Query 174: naive time: 452.554 ms, recall: 1
Query 175: naive time: 572.078 ms, recall: 1
Query 176: naive time: 428.905 ms, recall: 1
Query 177: naive time: 432.749 ms, recall: 1
Query 178: naive time: 296.168 ms, recall: 1
Query 179: naive time: 426.305 ms, recall: 1
Query 180: naive time: 488.428 ms, recall: 1
Query 181: naive time: 372.472 ms, recall: 1
Query 182: naive time: 430.667 ms, recall: 1
Query 183: naive time: 443.423 ms, recall: 1
Query 184: naive time: 461.365 ms, recall: 1
Query 185: naive time: 375.979 ms, recall: 1
Query 186: naive time: 512.664 ms, recall: 1
Query 187: naive time: 417.837 ms, recall: 1
Query 188: naive time: 387.009 ms, recall: 1
Query 189: naive time: 474.889 ms, recall: 1
Query 190: naive time: 459.202 ms, recall: 1
Query 191: naive time: 368.291 ms, recall: 1
Query 192: naive time: 518.081 ms, recall: 1
Query 193: naive time: 397.386 ms, recall: 1
Query 194: naive time: 537.218 ms, recall: 1
Query 195: naive time: 406.569 ms, recall: 1
Query 196: naive time: 445.092 ms, recall: 1
Query 197: naive time: 621.819 ms, recall: 1
Query 198: naive time: 415.724 ms, recall: 1
Query 199: naive time: 499.319 ms, recall: 1
Query 200: naive time: 320.416 ms, recall: 1
Query 201: naive time: 409.427 ms, recall: 1
Query 202: naive time: 405.789 ms, recall: 1
Query 203: naive time: 483.432 ms, recall: 1
Query 204: naive time: 451.865 ms, recall: 1
Query 205: naive time: 416.398 ms, recall: 1
Query 206: naive time: 475.011 ms, recall: 1
Query 207: naive time: 363.895 ms, recall: 1
Query 208: naive time: 478.676 ms, recall: 1
Query 209: naive time: 381.853 ms, recall: 1
Query 210: naive time: 367.934 ms, recall: 1
Query 211: naive time: 401.207 ms, recall: 1
Query 212: naive time: 437.505 ms, recall: 1
Query 213: naive time: 395.152 ms, recall: 1
Query 214: naive time: 385.545 ms, recall: 1
Query 215: naive time: 430.666 ms, recall: 1
Query 216: naive time: 426.356 ms, recall: 1
Query 217: naive time: 452.693 ms, recall: 1
Query 218: naive time: 381.003 ms, recall: 1
Query 219: naive time: 232.962 ms, recall: 1
Query 220: naive time: 534.818 ms, recall: 1
Query 221: naive time: 328.418 ms, recall: 1
Query 222: naive time: 446.635 ms, recall: 1
Query 223: naive time: 506.859 ms, recall: 1
Query 224: naive time: 489.6 ms, recall: 1
Query 225: naive time: 440.961 ms, recall: 1
Query 226: naive time: 553.657 ms, recall: 1
Query 227: naive time: 399.368 ms, recall: 1
Query 228: naive time: 426.348 ms, recall: 1
Query 229: naive time: 514.983 ms, recall: 1
Query 230: naive time: 558.784 ms, recall: 1
Query 231: naive time: 426.423 ms, recall: 1
Query 232: naive time: 483.266 ms, recall: 1
Query 233: naive time: 442.622 ms, recall: 1
Query 234: naive time: 310.905 ms, recall: 1
Query 235: naive time: 471.304 ms, recall: 1
Query 236: naive time: 599.85 ms, recall: 1
Query 237: naive time: 512.241 ms, recall: 1
Query 238: naive time: 538.494 ms, recall: 1
Query 239: naive time: 443.692 ms, recall: 1
Query 240: naive time: 601.117 ms, recall: 1
Query 241: naive time: 365.013 ms, recall: 1
Query 242: naive time: 593.09 ms, recall: 1
Query 243: naive time: 571.306 ms, recall: 1
Query 244: naive time: 569.784 ms, recall: 1
Query 245: naive time: 474.071 ms, recall: 1
Query 246: naive time: 474.634 ms, recall: 1
Query 247: naive time: 468.182 ms, recall: 1
Query 248: naive time: 485.543 ms, recall: 1
Query 249: naive time: 558.027 ms, recall: 1
Query 250: naive time: 519.413 ms, recall: 1
Query 251: naive time: 287.847 ms, recall: 1
Query 252: naive time: 426.446 ms, recall: 1
Query 253: naive time: 401.822 ms, recall: 1
Query 254: naive time: 568.101 ms, recall: 1
Query 255: naive time: 421.044 ms, recall: 1
Query 256: naive time: 458.661 ms, recall: 1
Query 257: naive time: 534.099 ms, recall: 1
Query 258: naive time: 404.872 ms, recall: 1
Query 259: naive time: 433.914 ms, recall: 1
Query 260: naive time: 608.17 ms, recall: 1
Query 261: naive time: 364.88 ms, recall: 1
Query 262: naive time: 311.456 ms, recall: 1
Query 263: naive time: 335.336 ms, recall: 1
Query 264: naive time: 544.558 ms, recall: 1
Query 265: naive time: 302.925 ms, recall: 1
Query 266: naive time: 396.296 ms, recall: 1
Query 267: naive time: 562.926 ms, recall: 1
Query 268: naive time: 481.552 ms, recall: 1
Query 269: naive time: 386.103 ms, recall: 1
Query 270: naive time: 411.261 ms, recall: 1
Query 271: naive time: 630.632 ms, recall: 1
Query 272: naive time: 485.889 ms, recall: 1
Query 273: naive time: 366.543 ms, recall: 1
Query 274: naive time: 567.57 ms, recall: 1
Query 275: naive time: 595.356 ms, recall: 1
Query 276: naive time: 440.853 ms, recall: 1
Query 277: naive time: 356.122 ms, recall: 1
Query 278: naive time: 501.05 ms, recall: 1
Query 279: naive time: 525.192 ms, recall: 1
Query 280: naive time: 459.015 ms, recall: 1
Query 281: naive time: 427.885 ms, recall: 1
Query 282: naive time: 363.675 ms, recall: 1
Query 283: naive time: 628.489 ms, recall: 1
Query 284: naive time: 499.877 ms, recall: 1
Query 285: naive time: 458.455 ms, recall: 1
Query 286: naive time: 411.569 ms, recall: 1
Query 287: naive time: 541.745 ms, recall: 1
Query 288: naive time: 472.109 ms, recall: 1
Query 289: naive time: 463.104 ms, recall: 1
Query 290: naive time: 251.383 ms, recall: 1
Query 291: naive time: 430.819 ms, recall: 1
Query 292: naive time: 561.906 ms, recall: 1
Query 293: naive time: 555.2 ms, recall: 1
Query 294: naive time: 602.673 ms, recall: 1
Query 295: naive time: 469.022 ms, recall: 1
Query 296: naive time: 525.451 ms, recall: 1
Query 297: naive time: 423.175 ms, recall: 1
Query 298: naive time: 448.705 ms, recall: 1
Query 299: naive time: 409.498 ms, recall: 1
Query 300: naive time: 423.841 ms, recall: 1
Query 301: naive time: 513.748 ms, recall: 1
Query 302: naive time: 379.97 ms, recall: 1
Query 303: naive time: 377.939 ms, recall: 1
Query 304: naive time: 383.43 ms, recall: 1
Query 305: naive time: 365.363 ms, recall: 1
Query 306: naive time: 404.795 ms, recall: 1
Query 307: naive time: 412.318 ms, recall: 1
Query 308: naive time: 435.05 ms, recall: 1
Query 309: naive time: 451.312 ms, recall: 1
Query 310: naive time: 524.844 ms, recall: 1
Query 311: naive time: 387.602 ms, recall: 1
Query 312: naive time: 508.29 ms, recall: 1
Query 313: naive time: 465.096 ms, recall: 1
Query 314: naive time: 484.159 ms, recall: 1
Query 315: naive time: 417.503 ms, recall: 1
Query 316: naive time: 364.774 ms, recall: 1
Query 317: naive time: 400.736 ms, recall: 1
Query 318: naive time: 441.375 ms, recall: 1
Query 319: naive time: 397.126 ms, recall: 1
Query 320: naive time: 375.058 ms, recall: 1
Query 321: naive time: 434.593 ms, recall: 1
Query 322: naive time: 373.886 ms, recall: 1
Query 323: naive time: 506.054 ms, recall: 1
Query 324: naive time: 380.848 ms, recall: 1
Query 325: naive time: 386.646 ms, recall: 1
Query 326: naive time: 393.28 ms, recall: 1
Query 327: naive time: 505.396 ms, recall: 1
Query 328: naive time: 477.593 ms, recall: 1
Query 329: naive time: 336.919 ms, recall: 1
Query 330: naive time: 422.625 ms, recall: 1
Query 331: naive time: 510.871 ms, recall: 1
Query 332: naive time: 428.498 ms, recall: 1
Query 333: naive time: 486.834 ms, recall: 1
Query 334: naive time: 452.235 ms, recall: 1
Query 335: naive time: 519.199 ms, recall: 1
Query 336: naive time: 547.572 ms, recall: 1
Query 337: naive time: 435.218 ms, recall: 1
Query 338: naive time: 304.065 ms, recall: 1
Query 339: naive time: 455.605 ms, recall: 1
Query 340: naive time: 346.991 ms, recall: 1
Query 341: naive time: 403.911 ms, recall: 1
Query 342: naive time: 538.192 ms, recall: 1
Query 343: naive time: 409.462 ms, recall: 1
Query 344: naive time: 392.03 ms, recall: 1
Query 345: naive time: 464.443 ms, recall: 1
Query 346: naive time: 461.885 ms, recall: 1
Query 347: naive time: 450.264 ms, recall: 1
Query 348: naive time: 373.617 ms, recall: 1
Query 349: naive time: 516.189 ms, recall: 1
Query 350: naive time: 414.684 ms, recall: 1
Query 351: naive time: 389.856 ms, recall: 1
Query 352: naive time: 373.943 ms, recall: 1
Query 353: naive time: 434.657 ms, recall: 1
Query 354: naive time: 370.068 ms, recall: 1
Query 355: naive time: 427.574 ms, recall: 1
Query 356: naive time: 401.193 ms, recall: 1
Query 357: naive time: 608.734 ms, recall: 1
Query 358: naive time: 511.91 ms, recall: 1
Query 359: naive time: 447.847 ms, recall: 1
Query 360: naive time: 441.356 ms, recall: 1
Query 361: naive time: 363.819 ms, recall: 1
Query 362: naive time: 283.611 ms, recall: 1
Query 363: naive time: 464.09 ms, recall: 1
Query 364: naive time: 441.468 ms, recall: 1
Query 365: naive time: 525.962 ms, recall: 1
Query 366: naive time: 408.744 ms, recall: 1
Query 367: naive time: 534.117 ms, recall: 1
Query 368: naive time: 500.944 ms, recall: 1
Query 369: naive time: 452.522 ms, recall: 1
Query 370: naive time: 325.086 ms, recall: 1
Query 371: naive time: 534.359 ms, recall: 1
Query 372: naive time: 474.708 ms, recall: 1
Query 373: naive time: 523.336 ms, recall: 1
Query 374: naive time: 439.169 ms, recall: 1
Query 375: naive time: 369.036 ms, recall: 1
Query 376: naive time: 372.861 ms, recall: 1
Query 377: naive time: 437.801 ms, recall: 1
Query 378: naive time: 536.125 ms, recall: 1
Query 379: naive time: 477.062 ms, recall: 1
Query 380: naive time: 515.048 ms, recall: 1
Query 381: naive time: 528.23 ms, recall: 1
Query 382: naive time: 454.987 ms, recall: 1
Query 383: naive time: 573.84 ms, recall: 1
Query 384: naive time: 514.804 ms, recall: 1
Query 385: naive time: 498.962 ms, recall: 1
Query 386: naive time: 426.502 ms, recall: 1
Query 387: naive time: 307.795 ms, recall: 1
Query 388: naive time: 370.028 ms, recall: 1
Query 389: naive time: 307.47 ms, recall: 1
Query 390: naive time: 327.258 ms, recall: 1
Query 391: naive time: 536.357 ms, recall: 1
Query 392: naive time: 435.246 ms, recall: 1
Query 393: naive time: 283.025 ms, recall: 1
Query 394: naive time: 332.273 ms, recall: 1
Query 395: naive time: 378.798 ms, recall: 1
Query 396: naive time: 687.105 ms, recall: 1
Query 397: naive time: 662.206 ms, recall: 1
Query 398: naive time: 536.46 ms, recall: 1
Query 399: naive time: 391.015 ms, recall: 1
Query 400: naive time: 528.922 ms, recall: 1
Query 401: naive time: 351.544 ms, recall: 1
Query 402: naive time: 460.276 ms, recall: 1
Query 403: naive time: 497.139 ms, recall: 1
Query 404: naive time: 381.371 ms, recall: 1
Query 405: naive time: 480.95 ms, recall: 1
Query 406: naive time: 468.387 ms, recall: 1
Query 407: naive time: 448.447 ms, recall: 1
Query 408: naive time: 431.687 ms, recall: 1
Query 409: naive time: 460.992 ms, recall: 1
Query 410: naive time: 454.933 ms, recall: 1
Query 411: naive time: 566.9 ms, recall: 1
Query 412: naive time: 305.816 ms, recall: 1
Query 413: naive time: 446.561 ms, recall: 1
Query 414: naive time: 490.408 ms, recall: 1
Query 415: naive time: 483.16 ms, recall: 1
Query 416: naive time: 392.392 ms, recall: 1
Query 417: naive time: 447.168 ms, recall: 1
Query 418: naive time: 421.469 ms, recall: 1
Query 419: naive time: 522.511 ms, recall: 1
Query 420: naive time: 335.581 ms, recall: 1
Query 421: naive time: 416.55 ms, recall: 1
Query 422: naive time: 416.959 ms, recall: 1
Query 423: naive time: 474.319 ms, recall: 1
Query 424: naive time: 334.554 ms, recall: 1
Query 425: naive time: 400.905 ms, recall: 1
Query 426: naive time: 389.742 ms, recall: 1
Query 427: naive time: 333.458 ms, recall: 1
Query 428: naive time: 472.135 ms, recall: 1
Query 429: naive time: 560.849 ms, recall: 1
