Mean search time: 904.823 ms
Net number of dot products: 227026758
Query 0: naive time: 582.374 ms, recall: 1
Query 1: naive time: 528.26 ms, recall: 1
Query 2: naive time: 745.548 ms, recall: 1
Query 3: naive time: 845.244 ms, recall: 1
Query 4: naive time: 675.72 ms, recall: 1
Query 5: naive time: 682.152 ms, recall: 1
Query 6: naive time: 962.653 ms, recall: 1
Query 7: naive time: 652.778 ms, recall: 1
Query 8: naive time: 595.71 ms, recall: 1
Query 9: naive time: 709.041 ms, recall: 1
Query 10: naive time: 750.999 ms, recall: 1
Query 11: naive time: 576.16 ms, recall: 1
Query 12: naive time: 683.344 ms, recall: 1
Query 13: naive time: 577.379 ms, recall: 1
Query 14: naive time: 785.953 ms, recall: 1
Query 15: naive time: 633.117 ms, recall: 1
Query 16: naive time: 856.778 ms, recall: 1
Query 17: naive time: 745.299 ms, recall: 1
Query 18: naive time: 791.583 ms, recall: 1
Query 19: naive time: 557.857 ms, recall: 1
Query 20: naive time: 697.374 ms, recall: 1
Query 21: naive time: 739.173 ms, recall: 1
Query 22: naive time: 745.545 ms, recall: 1
Query 23: naive time: 860.157 ms, recall: 1
Query 24: naive time: 906.918 ms, recall: 1
Query 25: naive time: 762.355 ms, recall: 1
Query 26: naive time: 781.783 ms, recall: 1
Query 27: naive time: 728.724 ms, recall: 1
Query 28: naive time: 909.097 ms, recall: 1
Query 29: naive time: 911.373 ms, recall: 1
Query 30: naive time: 653.179 ms, recall: 1
Query 31: naive time: 685.011 ms, recall: 1
Query 32: naive time: 715.258 ms, recall: 1
Query 33: naive time: 903.768 ms, recall: 1
Query 34: naive time: 735.87 ms, recall: 1
Query 35: naive time: 658.546 ms, recall: 1
Query 36: naive time: 653.139 ms, recall: 1
Query 37: naive time: 830.062 ms, recall: 1
Query 38: naive time: 713.635 ms, recall: 1
Query 39: naive time: 737.908 ms, recall: 1
Query 40: naive time: 1120.32 ms, recall: 1
Query 41: naive time: 1119.23 ms, recall: 1
Query 42: naive time: 659.325 ms, recall: 1
Query 43: naive time: 752.139 ms, recall: 1
Query 44: naive time: 716.863 ms, recall: 1
Query 45: naive time: 829.511 ms, recall: 1
Query 46: naive time: 769.33 ms, recall: 1
Query 47: naive time: 736.151 ms, recall: 1
Query 48: naive time: 781.155 ms, recall: 1
Query 49: naive time: 670.955 ms, recall: 1
Query 50: naive time: 807.325 ms, recall: 1
Query 51: naive time: 672.582 ms, recall: 1
Query 52: naive time: 1045.37 ms, recall: 1
Query 53: naive time: 681.539 ms, recall: 1
Query 54: naive time: 820.338 ms, recall: 1
Query 55: naive time: 649.44 ms, recall: 1
Query 56: naive time: 718.488 ms, recall: 1
Query 57: naive time: 616.114 ms, recall: 1
Query 58: naive time: 731.324 ms, recall: 1
Query 59: naive time: 742.603 ms, recall: 1
Query 60: naive time: 567.399 ms, recall: 1
Query 61: naive time: 813.568 ms, recall: 1
Query 62: naive time: 785.073 ms, recall: 1
Query 63: naive time: 820.999 ms, recall: 1
Query 64: naive time: 597.577 ms, recall: 1
Query 65: naive time: 834.524 ms, recall: 1
Query 66: naive time: 761.285 ms, recall: 1
Query 67: naive time: 748.755 ms, recall: 1
Query 68: naive time: 860.325 ms, recall: 1
Query 69: naive time: 772.75 ms, recall: 1
Query 70: naive time: 864.701 ms, recall: 1
Query 71: naive time: 790.22 ms, recall: 1
Query 72: naive time: 666.926 ms, recall: 1
Query 73: naive time: 637.036 ms, recall: 1
Query 74: naive time: 820.032 ms, recall: 1
Query 75: naive time: 884.247 ms, recall: 1
Query 76: naive time: 781.313 ms, recall: 1
Query 77: naive time: 721.858 ms, recall: 1
Query 78: naive time: 656.879 ms, recall: 1
Query 79: naive time: 843.302 ms, recall: 1
Query 80: naive time: 684.715 ms, recall: 1
Query 81: naive time: 671.587 ms, recall: 1
Query 82: naive time: 684.527 ms, recall: 1
Query 83: naive time: 885.718 ms, recall: 1
Query 84: naive time: 652.979 ms, recall: 1
Query 85: naive time: 765.753 ms, recall: 1
Query 86: naive time: 899.931 ms, recall: 1
Query 87: naive time: 928.566 ms, recall: 1
Query 88: naive time: 798.049 ms, recall: 1
Query 89: naive time: 709.799 ms, recall: 1
Query 90: naive time: 880.611 ms, recall: 1
Query 91: naive time: 667.61 ms, recall: 1
Query 92: naive time: 603.686 ms, recall: 1
Query 93: naive time: 576.181 ms, recall: 1
Query 94: naive time: 618.737 ms, recall: 1
Query 95: naive time: 825.872 ms, recall: 1
Query 96: naive time: 729.966 ms, recall: 1
Query 97: naive time: 832.014 ms, recall: 1
Query 98: naive time: 872.002 ms, recall: 1
Query 99: naive time: 607.774 ms, recall: 1
Query 100: naive time: 839.188 ms, recall: 1
Query 101: naive time: 662.195 ms, recall: 1
Query 102: naive time: 714.649 ms, recall: 1
Query 103: naive time: 583.023 ms, recall: 1
Query 104: naive time: 728.139 ms, recall: 1
Query 105: naive time: 667.579 ms, recall: 1
Query 106: naive time: 756.14 ms, recall: 1
Query 107: naive time: 621.527 ms, recall: 1
Query 108: naive time: 1002.18 ms, recall: 1
Query 109: naive time: 727.542 ms, recall: 1
Query 110: naive time: 577.188 ms, recall: 1
Query 111: naive time: 787.124 ms, recall: 1
Query 112: naive time: 873.715 ms, recall: 1
Query 113: naive time: 515.561 ms, recall: 1
Query 114: naive time: 969.569 ms, recall: 1
Query 115: naive time: 748.385 ms, recall: 1
Query 116: naive time: 695.642 ms, recall: 1
Query 117: naive time: 680.467 ms, recall: 1
Query 118: naive time: 591.923 ms, recall: 1
Query 119: naive time: 745.502 ms, recall: 1
Query 120: naive time: 701.683 ms, recall: 1
Query 121: naive time: 736.022 ms, recall: 1
Query 122: naive time: 665.602 ms, recall: 1
Query 123: naive time: 849.292 ms, recall: 1
Query 124: naive time: 775.378 ms, recall: 1
Query 125: naive time: 914.445 ms, recall: 1
Query 126: naive time: 715.378 ms, recall: 1
Query 127: naive time: 737.358 ms, recall: 1
Query 128: naive time: 828.379 ms, recall: 1
Query 129: naive time: 746.61 ms, recall: 1
Query 130: naive time: 691.461 ms, recall: 1
Query 131: naive time: 961.159 ms, recall: 1
Query 132: naive time: 633.574 ms, recall: 1
Query 133: naive time: 571.806 ms, recall: 1
Query 134: naive time: 909.472 ms, recall: 1
Query 135: naive time: 731.687 ms, recall: 1
Query 136: naive time: 612.576 ms, recall: 1
Query 137: naive time: 648.814 ms, recall: 1
Query 138: naive time: 680.103 ms, recall: 1
Query 139: naive time: 660.786 ms, recall: 1
Query 140: naive time: 756.424 ms, recall: 1
Query 141: naive time: 768.282 ms, recall: 1
Query 142: naive time: 718.762 ms, recall: 1
Query 143: naive time: 859.23 ms, recall: 1
Query 144: naive time: 811.527 ms, recall: 1
Query 145: naive time: 715.009 ms, recall: 1
Query 146: naive time: 717.402 ms, recall: 1
Query 147: naive time: 755.557 ms, recall: 1
Query 148: naive time: 827.625 ms, recall: 1
Query 149: naive time: 758.534 ms, recall: 1
Query 150: naive time: 629.186 ms, recall: 1
Query 151: naive time: 689.772 ms, recall: 1
Query 152: naive time: 787.014 ms, recall: 1
Query 153: naive time: 600.69 ms, recall: 1
Query 154: naive time: 755.508 ms, recall: 1
Query 155: naive time: 745.244 ms, recall: 1
Query 156: naive time: 770.557 ms, recall: 1
Query 157: naive time: 741.046 ms, recall: 1
Query 158: naive time: 672.409 ms, recall: 1
Query 159: naive time: 973.608 ms, recall: 1
Query 160: naive time: 615.415 ms, recall: 1
