Mean search time: 626.643 ms
Net number of dot products: 212402651
Query 0: naive time: 499.358 ms, recall: 1
Query 1: naive time: 474.195 ms, recall: 1
Query 2: naive time: 512.948 ms, recall: 1
Query 3: naive time: 523.608 ms, recall: 1
Query 4: naive time: 529.031 ms, recall: 1
Query 5: naive time: 510.43 ms, recall: 1
Query 6: naive time: 404.345 ms, recall: 1
Query 7: naive time: 518.682 ms, recall: 1
Query 8: naive time: 510.915 ms, recall: 1
Query 9: naive time: 492.018 ms, recall: 1
Query 10: naive time: 554.046 ms, recall: 1
Query 11: naive time: 488.785 ms, recall: 1
Query 12: naive time: 624.113 ms, recall: 1
Query 13: naive time: 394.561 ms, recall: 1
Query 14: naive time: 385.022 ms, recall: 1
Query 15: naive time: 482.949 ms, recall: 1
Query 16: naive time: 426.737 ms, recall: 1
Query 17: naive time: 629.824 ms, recall: 1
Query 18: naive time: 403.248 ms, recall: 1
Query 19: naive time: 458.698 ms, recall: 1
Query 20: naive time: 525.468 ms, recall: 1
Query 21: naive time: 628.951 ms, recall: 1
Query 22: naive time: 405.112 ms, recall: 1
Query 23: naive time: 446.004 ms, recall: 1
Query 24: naive time: 432.591 ms, recall: 1
Query 25: naive time: 461.764 ms, recall: 1
Query 26: naive time: 523.722 ms, recall: 1
Query 27: naive time: 488.061 ms, recall: 1
Query 28: naive time: 598.499 ms, recall: 1
Query 29: naive time: 536.761 ms, recall: 1
Query 30: naive time: 472.717 ms, recall: 1
Query 31: naive time: 480.023 ms, recall: 1
Query 32: naive time: 459.811 ms, recall: 1
Query 33: naive time: 519.991 ms, recall: 1
Query 34: naive time: 432.463 ms, recall: 1
Query 35: naive time: 464.333 ms, recall: 1
Query 36: naive time: 478.802 ms, recall: 1
Query 37: naive time: 504.212 ms, recall: 1
Query 38: naive time: 452.476 ms, recall: 1
Query 39: naive time: 607.443 ms, recall: 1
Query 40: naive time: 501.762 ms, recall: 1
Query 41: naive time: 638.841 ms, recall: 1
Query 42: naive time: 513.664 ms, recall: 1
Query 43: naive time: 512.635 ms, recall: 1
Query 44: naive time: 566.938 ms, recall: 1
Query 45: naive time: 472.681 ms, recall: 1
Query 46: naive time: 523.025 ms, recall: 1
Query 47: naive time: 416.581 ms, recall: 1
Query 48: naive time: 517.043 ms, recall: 1
Query 49: naive time: 438.103 ms, recall: 1
Query 50: naive time: 378.204 ms, recall: 1
Query 51: naive time: 524.741 ms, recall: 1
Query 52: naive time: 594.077 ms, recall: 1
Query 53: naive time: 424.766 ms, recall: 1
Query 54: naive time: 657.259 ms, recall: 1
Query 55: naive time: 571.972 ms, recall: 1
Query 56: naive time: 407.698 ms, recall: 1
Query 57: naive time: 549.178 ms, recall: 1
Query 58: naive time: 599.251 ms, recall: 1
Query 59: naive time: 615.709 ms, recall: 1
Query 60: naive time: 484.127 ms, recall: 1
Query 61: naive time: 419.593 ms, recall: 1
Query 62: naive time: 433.559 ms, recall: 1
Query 63: naive time: 450.775 ms, recall: 1
Query 64: naive time: 482.9 ms, recall: 1
Query 65: naive time: 548.931 ms, recall: 1
Query 66: naive time: 446.492 ms, recall: 1
Query 67: naive time: 382.844 ms, recall: 1
Query 68: naive time: 488.431 ms, recall: 1
Query 69: naive time: 401.256 ms, recall: 1
Query 70: naive time: 485.627 ms, recall: 1
Query 71: naive time: 463.899 ms, recall: 1
Query 72: naive time: 554.445 ms, recall: 1
Query 73: naive time: 462.25 ms, recall: 1
Query 74: naive time: 521.916 ms, recall: 1
Query 75: naive time: 402.906 ms, recall: 1
Query 76: naive time: 659.862 ms, recall: 1
Query 77: naive time: 453.708 ms, recall: 1
Query 78: naive time: 520.367 ms, recall: 1
Query 79: naive time: 379.588 ms, recall: 1
Query 80: naive time: 579.067 ms, recall: 1
Query 81: naive time: 470.298 ms, recall: 1
Query 82: naive time: 445.918 ms, recall: 1
Query 83: naive time: 488.906 ms, recall: 1
Query 84: naive time: 518.462 ms, recall: 1
Query 85: naive time: 524.525 ms, recall: 1
Query 86: naive time: 658.659 ms, recall: 1
Query 87: naive time: 504.319 ms, recall: 1
Query 88: naive time: 453.077 ms, recall: 1
Query 89: naive time: 427.779 ms, recall: 1
Query 90: naive time: 563.092 ms, recall: 1
Query 91: naive time: 472.956 ms, recall: 1
Query 92: naive time: 445.798 ms, recall: 1
Query 93: naive time: 419.198 ms, recall: 1
Query 94: naive time: 479.286 ms, recall: 1
Query 95: naive time: 613.527 ms, recall: 1
Query 96: naive time: 570.183 ms, recall: 1
Query 97: naive time: 455.586 ms, recall: 1
Query 98: naive time: 541.91 ms, recall: 1
Query 99: naive time: 376.234 ms, recall: 1
Query 100: naive time: 468.232 ms, recall: 1
Query 101: naive time: 544.446 ms, recall: 1
Query 102: naive time: 567.648 ms, recall: 1
Query 103: naive time: 453.373 ms, recall: 1
Query 104: naive time: 490.31 ms, recall: 1
Query 105: naive time: 507.129 ms, recall: 1
Query 106: naive time: 429.991 ms, recall: 1
Query 107: naive time: 510.965 ms, recall: 1
Query 108: naive time: 543.728 ms, recall: 1
Query 109: naive time: 495.121 ms, recall: 1
Query 110: naive time: 567.055 ms, recall: 1
Query 111: naive time: 534.667 ms, recall: 1
Query 112: naive time: 459.737 ms, recall: 1
Query 113: naive time: 477.231 ms, recall: 1
Query 114: naive time: 549.748 ms, recall: 1
Query 115: naive time: 477.273 ms, recall: 1
Query 116: naive time: 451.004 ms, recall: 1
Query 117: naive time: 494.363 ms, recall: 1
Query 118: naive time: 500.933 ms, recall: 1
Query 119: naive time: 511.461 ms, recall: 1
Query 120: naive time: 496.576 ms, recall: 1
Query 121: naive time: 504.99 ms, recall: 1
Query 122: naive time: 601.835 ms, recall: 1
Query 123: naive time: 461.466 ms, recall: 1
Query 124: naive time: 400.292 ms, recall: 1
Query 125: naive time: 545.808 ms, recall: 1
Query 126: naive time: 561.249 ms, recall: 1
Query 127: naive time: 465.04 ms, recall: 1
Query 128: naive time: 484.106 ms, recall: 1
Query 129: naive time: 515.369 ms, recall: 1
Query 130: naive time: 494.422 ms, recall: 1
Query 131: naive time: 374.214 ms, recall: 1
Query 132: naive time: 410.366 ms, recall: 1
Query 133: naive time: 467.201 ms, recall: 1
Query 134: naive time: 427.55 ms, recall: 1
Query 135: naive time: 390.301 ms, recall: 1
Query 136: naive time: 530.672 ms, recall: 1
Query 137: naive time: 398.051 ms, recall: 1
Query 138: naive time: 394.842 ms, recall: 1
Query 139: naive time: 517.164 ms, recall: 1
Query 140: naive time: 512.26 ms, recall: 1
Query 141: naive time: 351.466 ms, recall: 1
Query 142: naive time: 422.162 ms, recall: 1
Query 143: naive time: 365.203 ms, recall: 1
