Mean search time: 546.564 ms
Net number of dot products: 188627681
Query 0: naive time: 455.41 ms, recall: 1
Query 1: naive time: 462.061 ms, recall: 1
Query 2: naive time: 489.706 ms, recall: 1
Query 3: naive time: 418.784 ms, recall: 1
Query 4: naive time: 515.307 ms, recall: 1
Query 5: naive time: 370.329 ms, recall: 1
Query 6: naive time: 427.297 ms, recall: 1
Query 7: naive time: 424.048 ms, recall: 1
Query 8: naive time: 368.468 ms, recall: 1
Query 9: naive time: 388.212 ms, recall: 1
Query 10: naive time: 504.367 ms, recall: 1
Query 11: naive time: 495.265 ms, recall: 1
Query 12: naive time: 483.249 ms, recall: 1
Query 13: naive time: 477.557 ms, recall: 1
Query 14: naive time: 413.461 ms, recall: 1
Query 15: naive time: 499.357 ms, recall: 1
Query 16: naive time: 318.727 ms, recall: 1
Query 17: naive time: 437.459 ms, recall: 1
Query 18: naive time: 435.823 ms, recall: 1
Query 19: naive time: 367.418 ms, recall: 1
Query 20: naive time: 526.302 ms, recall: 1
Query 21: naive time: 458.351 ms, recall: 1
Query 22: naive time: 422.95 ms, recall: 1
Query 23: naive time: 434.542 ms, recall: 1
Query 24: naive time: 432.462 ms, recall: 1
Query 25: naive time: 339.705 ms, recall: 1
Query 26: naive time: 378.291 ms, recall: 1
Query 27: naive time: 331.925 ms, recall: 1
Query 28: naive time: 317.142 ms, recall: 1
Query 29: naive time: 399.121 ms, recall: 1
Query 30: naive time: 480.652 ms, recall: 1
Query 31: naive time: 299.155 ms, recall: 1
Query 32: naive time: 389.064 ms, recall: 1
Query 33: naive time: 421.531 ms, recall: 1
Query 34: naive time: 480.522 ms, recall: 1
Query 35: naive time: 416.421 ms, recall: 1
Query 36: naive time: 432.101 ms, recall: 1
Query 37: naive time: 446.054 ms, recall: 1
Query 38: naive time: 331.555 ms, recall: 1
Query 39: naive time: 413.134 ms, recall: 1
Query 40: naive time: 465.411 ms, recall: 1
Query 41: naive time: 507.168 ms, recall: 1
Query 42: naive time: 443.112 ms, recall: 1
