Mean search time: 672.346 ms
Net number of dot products: 219031724
Query 0: naive time: 502.784 ms, recall: 1
Query 1: naive time: 593.799 ms, recall: 1
Query 2: naive time: 599.786 ms, recall: 1
Query 3: naive time: 534.001 ms, recall: 1
Query 4: naive time: 661.812 ms, recall: 1
Query 5: naive time: 477.062 ms, recall: 1
Query 6: naive time: 608.8 ms, recall: 1
Query 7: naive time: 411.361 ms, recall: 1
Query 8: naive time: 430.68 ms, recall: 1
Query 9: naive time: 442.834 ms, recall: 1
Query 10: naive time: 620.813 ms, recall: 1
Query 11: naive time: 439.951 ms, recall: 1
Query 12: naive time: 515.678 ms, recall: 1
Query 13: naive time: 512.527 ms, recall: 1
Query 14: naive time: 519.116 ms, recall: 1
Query 15: naive time: 451.288 ms, recall: 1
Query 16: naive time: 494.749 ms, recall: 1
Query 17: naive time: 456.734 ms, recall: 1
Query 18: naive time: 495.343 ms, recall: 1
Query 19: naive time: 503.08 ms, recall: 1
Query 20: naive time: 472.357 ms, recall: 1
Query 21: naive time: 500.858 ms, recall: 1
Query 22: naive time: 569.217 ms, recall: 1
Query 23: naive time: 586.024 ms, recall: 1
Query 24: naive time: 504.285 ms, recall: 1
Query 25: naive time: 463.922 ms, recall: 1
Query 26: naive time: 660.375 ms, recall: 1
Query 27: naive time: 360.304 ms, recall: 1
Query 28: naive time: 515.058 ms, recall: 1
Query 29: naive time: 499.482 ms, recall: 1
Query 30: naive time: 853.033 ms, recall: 1
Query 31: naive time: 550.695 ms, recall: 1
Query 32: naive time: 546.319 ms, recall: 1
Query 33: naive time: 489.041 ms, recall: 1
Query 34: naive time: 557.458 ms, recall: 1
Query 35: naive time: 473.794 ms, recall: 1
Query 36: naive time: 461.853 ms, recall: 1
Query 37: naive time: 599.049 ms, recall: 1
Query 38: naive time: 438.756 ms, recall: 1
Query 39: naive time: 526.93 ms, recall: 1
Query 40: naive time: 391.305 ms, recall: 1
Query 41: naive time: 507.572 ms, recall: 1
Query 42: naive time: 540.434 ms, recall: 1
Query 43: naive time: 540.003 ms, recall: 1
Query 44: naive time: 577.318 ms, recall: 1
Query 45: naive time: 631.43 ms, recall: 1
Query 46: naive time: 524.86 ms, recall: 1
Query 47: naive time: 375.741 ms, recall: 1
Query 48: naive time: 504.039 ms, recall: 1
Query 49: naive time: 540.9 ms, recall: 1
Query 50: naive time: 572.038 ms, recall: 1
Query 51: naive time: 658.359 ms, recall: 1
Query 52: naive time: 703.986 ms, recall: 1
Query 53: naive time: 430.426 ms, recall: 1
Query 54: naive time: 460.085 ms, recall: 1
Query 55: naive time: 565.053 ms, recall: 1
Query 56: naive time: 516.524 ms, recall: 1
Query 57: naive time: 460.285 ms, recall: 1
Query 58: naive time: 482.468 ms, recall: 1
Query 59: naive time: 469.729 ms, recall: 1
Query 60: naive time: 455.513 ms, recall: 1
Query 61: naive time: 510.637 ms, recall: 1
Query 62: naive time: 504.706 ms, recall: 1
Query 63: naive time: 426.65 ms, recall: 1
Query 64: naive time: 528.066 ms, recall: 1
Query 65: naive time: 479.046 ms, recall: 1
Query 66: naive time: 529.804 ms, recall: 1
Query 67: naive time: 499.077 ms, recall: 1
Query 68: naive time: 631.686 ms, recall: 1
Query 69: naive time: 534.448 ms, recall: 1
Query 70: naive time: 616.541 ms, recall: 1
Query 71: naive time: 513.376 ms, recall: 1
Query 72: naive time: 465.284 ms, recall: 1
Query 73: naive time: 466.999 ms, recall: 1
Query 74: naive time: 698.45 ms, recall: 1
Query 75: naive time: 436.471 ms, recall: 1
Query 76: naive time: 643.333 ms, recall: 1
Query 77: naive time: 553.029 ms, recall: 1
Query 78: naive time: 443.801 ms, recall: 1
Query 79: naive time: 396.419 ms, recall: 1
Query 80: naive time: 459.289 ms, recall: 1
Query 81: naive time: 483.026 ms, recall: 1
Query 82: naive time: 546.092 ms, recall: 1
Query 83: naive time: 718.477 ms, recall: 1
Query 84: naive time: 569.681 ms, recall: 1
Query 85: naive time: 630.829 ms, recall: 1
Query 86: naive time: 368.431 ms, recall: 1
